id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7771742,Cozy and Bright Room in Mile-end,40880361,Aletha,,Outremont,45.52230324180573,-73.60671958096545,Private room,37,1,1,2015-08-27,0.81,1,365
959727,Superbe appartement à Montréal,1792119,Christine,,Outremont,45.5197179590061,-73.61050026481905,Entire home/apt,78,21,0,,,1,122
6588054,Cosy & elegant apt (Outremont),10810386,Franck,,Outremont,45.5069662162218,-73.61655040181864,Entire home/apt,110,3,7,2015-08-30,1.79,1,122
4532643,Spacious 2 bedroom GREAT location!,20764599,Amelie&Manu,,Outremont,45.51587393670735,-73.59125450895273,Entire home/apt,90,1,3,2015-09-08,0.33,2,272
7921734,Beautiful typical appt in Outremont,41771185,Valentin,,Outremont,45.518547420260965,-73.61538833096711,Entire home/apt,116,2,2,2015-09-16,2,1,163
8208480,One bedroom apt in the Mile End !,43284368,Francesco,,Outremont,45.519646638308345,-73.59971732614801,Entire home/apt,70,3,0,,,1,12
5769139,Grand 51/2 Mile End dispo en mai!,29929950,Cynthia,,Outremont,45.52040458335462,-73.60142913366343,Entire home/apt,105,1,2,2015-06-03,0.39,1,166
3147518,Private room with a balcony,15979687,Maria,,Outremont,45.523383338441384,-73.60896641212666,Private room,50,1,16,2015-09-02,1.08,1,348
7034599,2nd Floor condo w roof top patio,10097193,Jean,,Outremont,45.52105694923632,-73.60642497751287,Entire home/apt,300,2,2,2015-08-29,0.98,1,365
6502061,The coolest location in Montreal.,24558497,Anna,,Outremont,45.52373347247267,-73.61228966214341,Private room,48,1,10,2015-09-21,3.13,1,336
1607854,Beautiful and perfectly located! ,7358020,Sophie,,Outremont,45.517556149760836,-73.59741218535757,Private room,74,1,25,2015-07-05,1.00,2,335
221939,Superbe Loft au coeur de miles end,1151697,Sacha,,Outremont,45.5203948595727,-73.60104533429042,Entire home/apt,150,3,88,2015-09-14,1.84,1,340
6488218,"Appartement à Outremont, Montréal",33907322,Carmen,,Outremont,45.51600686792778,-73.61903822414348,Entire home/apt,60,10,1,2015-08-10,0.56,1,108
3645783,Beautiful family house in Outremont,18414964,Anouk,,Outremont,45.524261411417775,-73.61329049503321,Entire home/apt,130,7,1,2015-08-11,0.57,1,78
7274449,Great Sunny Room in Mile End/Outremont,38085927,Don,,Outremont,45.52258631870657,-73.60758432794967,Private room,20,1,14,2015-09-26,5.45,2,136
7612050,nice room in mile end apartment,39921515,Uriah,,Outremont,45.51982684075543,-73.60091617273619,Private room,31,1,2,2015-08-10,0.98,1,39
6741639,Chambre dans le Mile End,8995173,Martine,,Outremont,45.515035040596906,-73.59319998617678,Private room,45,1,6,2015-09-05,3.00,1,333
7584139,Sunny room with private balcony,39076512,Gillian & Liz,,Outremont,45.52156662184847,-73.60747194268478,Private room,40,1,3,2015-09-06,1.48,5,300
3717632,"A big, sunny, and cozy nest.",18981142,Erin,,Outremont,45.52111120676581,-73.61135365315793,Private room,65,2,3,2015-08-03,1.10,1,334
6694500,"OUTREMONT, quartier recherché",34693216,Nicole,,Outremont,45.52286993398196,-73.60847276063758,Private room,74,1,0,,,1,93
2879930,Cosy bright room in the Mile End,14718256,Louis,,Outremont,45.52160917408424,-73.60525346549716,Private room,40,2,2,2015-08-14,0.14,1,289
7453700,Luminous City Retreat Mile End,38855266,Aude,,Outremont,45.52118302137245,-73.60980787954612,Private room,46,1,0,,,2,365
729480,"Well located in Montréal, Outremont",3790190,Julie,,Outremont,45.52182688931192,-73.61672109674916,Private room,31,15,0,,,1,365
6269977,Classic Outremont,3092808,Sébastien,,Outremont,45.519583898089785,-73.61127294626571,Private room,23,2,0,,,2,364
3207190,Beautiful apartment in Outremont,5620607,Hélène,,Outremont,45.51882160836742,-73.60944328441403,Entire home/apt,105,7,5,2015-08-18,0.35,1,92
4767910,Appartement Outremont 6 personnes,463762,Véronique,,Outremont,45.51965787450945,-73.62410765292987,Entire home/apt,224,2,15,2015-09-07,3.81,1,237
283462,cozy Outremont apartment w view,1476635,Oana,,Outremont,45.51742451573403,-73.61616419327008,Entire home/apt,66,7,2,2015-08-27,1.36,1,237
1319447, Charming Victorian apartment ,477761,Isabella,,Outremont,45.51794239710833,-73.60954420664224,Entire home/apt,100,3,3,2015-05-19,0.23,1,349
6271688,"Beautiful apartment, best location!",1755876,Imola,,Outremont,45.52061242543412,-73.60182254621277,Entire home/apt,165,2,7,2015-09-07,1.78,1,122
6463396,"artist decor, quiet next to Metro",14185469,Annette,,Outremont,45.51881914879341,-73.61505944299805,Entire home/apt,74,1,5,2015-09-01,1.27,2,110
6049782,Spacious  Mile End Apartment,13714386,Jacee,,Outremont,45.51574549156099,-73.59827298724761,Entire home/apt,78,1,2,2015-05-25,0.45,1,142
7037974,Charm of the Mile End on Laurier O.,8500362,500 Squares,,Outremont,45.516958826574054,-73.59756617405533,Entire home/apt,65,1,5,2015-09-21,1.69,15,346
726334,"The Red Balcony, 2bdrs, Outremont ",3758382,Melanie + Guy,,Outremont,45.51709890124541,-73.5982239601641,Entire home/apt,96,12,25,2014-10-31,0.74,1,274
6932491,Bright Apartement near subway,13281477,Jérôme,,Outremont,45.5190157019448,-73.60851488180684,Entire home/apt,100,2,1,2015-08-03,0.49,1,0
7478091,Amazing Top floor apartment,39158690,Johan And Kelly,,Outremont,45.515334660274796,-73.62144286600893,Entire home/apt,145,1,0,,,1,365
4745550,Mile End Loft-Perfect for Festivals,778635,Melisa,,Outremont,45.520747855100005,-73.60626779985306,Entire home/apt,98,2,3,2015-08-04,0.33,1,365
635680,Sunny Art Deco sublet in Outremont,231496,Julia & Giulio,,Outremont,45.51942269913316,-73.60962328269196,Entire home/apt,74,2,4,2015-06-07,0.44,1,209
2734920,Typical appartment from Montreal,5619590,Benjamin,,Outremont,45.521523163161554,-73.6111791440244,Entire home/apt,96,6,3,2015-07-30,0.19,1,214
7760756,Bel appartement à Outremont,13439194,Amély,,Outremont,45.51871338329148,-73.61543222679208,Entire home/apt,80,2,1,2015-09-24,1,1,334
443272,Grand 3 ch. moderne à Outremont,1995127,Virginie,,Outremont,45.518301605863066,-73.62180472962692,Entire home/apt,250,8,0,,,2,363
1761981,Charming Flat near Little Italy.,2360199,Rana And Pierre-Antoine,,Outremont,45.525214966515556,-73.61522596243445,Entire home/apt,90,2,9,2015-06-29,0.38,1,363
770739,5 1/2 in Outremont (Rue Bernard),4065864,Eliza,,Outremont,45.51884451961393,-73.60975789824819,Entire home/apt,68,3,3,2014-06-17,0.14,1,273
4601459,Appartement pour les fêtes ,6192371,Stephanie,,Outremont,45.52006721461572,-73.61228365010832,Entire home/apt,181,1,0,,,1,293
1023686,Charming flat in Outremont!,5343033,Valerie,,Outremont,45.517395197898125,-73.59976114880719,Entire home/apt,93,4,3,2015-08-13,0.11,1,334
753348,Cozy apartment in Montreal,3945222,Adeline,,Outremont,45.52014033038661,-73.61552032341503,Entire home/apt,80,1,2,2015-07-23,0.17,1,292
1225818,Pretty apartment in Outremont,6119952,Lucy,,Outremont,45.52355436288803,-73.6138841529128,Entire home/apt,64,5,4,2015-04-12,0.25,1,355
2634830,Charming Mile End Apartment,13491587,Eric,,Outremont,45.521293109631436,-73.60887626653376,Entire home/apt,74,1,0,,,1,309
6302619,Gorgeous 2 BR Outremont/Mile End,3502134,Erin,,Outremont,45.523374595226215,-73.61176825857738,Entire home/apt,120,2,11,2015-09-23,2.92,1,183
6640747,AMAZING 2 BEDROOM - 10MIN FROM DT,6121836,Yan,,Outremont,45.51039490913474,-73.61363484764391,Entire home/apt,80,2,2,2015-08-13,0.95,9,365
7730132,Room in a spacious apartment,4215185,Laurent,,Outremont,45.515788435311755,-73.59037722304775,Private room,35,1,2,2015-08-25,1.36,1,32
6413282,Great 2 bedroom in central area.,14185469,Annette,,Outremont,45.51852525567906,-73.61510137195685,Entire home/apt,93,2,11,2015-08-29,2.52,2,335
4467684,Lets be our guests!,23179479,"Sara,Sia",,Outremont,45.52060553076533,-73.61417393088692,Private room,31,2,3,2015-08-31,0.44,1,356
3553690,Beautiful flat Outremont / Mile End,17891151,Sarah,,Outremont,45.51888000007477,-73.59924487596587,Entire home/apt,147,3,20,2015-06-19,1.54,1,314
1032920,apartment outremont*mile-end,3131931,Muriel,,Outremont,45.52022302134545,-73.61005610663543,Entire home/apt,125,1,4,2015-08-03,0.15,2,365
583218,IslandofQuiet/Central/Mountain/2br,2545285,Carole,,Outremont,45.517358590509424,-73.59533807316082,Entire home/apt,106,3,82,2015-09-22,2.15,1,348
4823922,Mile End 4 1/2 Montreal,3649315,Coleen,,Outremont,45.523623243046686,-73.60806886681678,Entire home/apt,74,2,1,2015-09-08,1,1,31
5877052,Mile End Getaway,2930108,Bill,,Outremont,45.51988538718828,-73.60125986575413,Entire home/apt,120,2,4,2015-06-02,0.78,1,274
6828897,APPARTEMENT 3ch A OUTREMONT,35772686,Véronique,,Outremont,45.517604717085526,-73.61630782558832,Entire home/apt,60,7,1,2015-08-30,0.88,1,265
3592789,Beautiful Apartment in Plateau,18090675,Shahin (T'Orange),,Outremont,45.51556507788403,-73.59094900492103,Entire home/apt,73,1,23,2015-09-17,1.62,1,346
6762006,Bel appartement outremontais,3167461,Jerome,,Outremont,45.51859863897804,-73.61812824282033,Entire home/apt,70,1,2,2015-08-27,1.00,1,305
6304694,Beautiful & Bright Mile End Apt!,432462,Matt,,Outremont,45.51749421465058,-73.59570412154966,Entire home/apt,96,2,9,2015-09-21,2.29,1,272
4550014,Uniquely appointed urban retreat,914779,Liroy,,Outremont,45.523312328364376,-73.6110566932937,Entire home/apt,179,3,8,2015-09-24,0.89,1,365
4524225,"Mile-End - Outremount, Antique apt",8713777,Vincent,,Outremont,45.517019485672755,-73.61797613571095,Entire home/apt,89,2,6,2015-08-04,0.65,1,271
8204167,Huge Luxury Flat with Rooftop View,18941217,Liam,,Outremont,45.51763392612079,-73.59642066918278,Entire home/apt,189,2,3,2015-09-28,3,4,346
6959036,"Beautiful Condo in Outremont,MTL",7582553,Nicolas,,Outremont,45.52267446227484,-73.61436880837891,Entire home/apt,120,3,3,2015-09-02,1.50,1,363
1044595,Enjoy typical Outremont house ,5750690,Marc,,Outremont,45.51937832169676,-73.60546155947118,Entire home/apt,201,3,13,2015-09-07,0.46,1,354
8351898,charming and sunny in Mile End,17688049,Carol,,Outremont,45.51764944861744,-73.5964730030903,Entire home/apt,80,1,3,2015-09-29,3,1,0
8517319,Well-Appointed Outremont Condo,4474062,Michael,,Outremont,45.51785630697754,-73.59962334333964,Entire home/apt,96,7,0,,,1,346
7454572,Comfortable room in modern condo,7798271,Didier,,Outremont,45.52268757952259,-73.61706571226652,Private room,45,1,1,2015-07-29,0.45,1,48
6323898,Luxurious room Mile-End/Outremont,32908102,Maarten,,Outremont,45.52434868629,-73.61111376133594,Private room,50,2,5,2015-09-29,5,2,349
7009556,Beautiful happy family home,560525,Candice,,Outremont,45.51702532769289,-73.59490110093573,Entire home/apt,93,1,2,2015-08-03,0.67,1,72
6895240,Appartement Mile-End/Outremont,20272249,Marion,,Outremont,45.521812597393655,-73.60991541181019,Entire home/apt,90,1,0,,,1,0
8386160,Amazing furnished room - Mile End,42429900,Ikram,,Outremont,45.52005329869119,-73.60868433013341,Private room,45,1,0,,,1,347
3077731,Simple Comfortable Bedroom,6409587,Gosia,,Outremont,45.522230956778344,-73.61399576573424,Private room,36,3,8,2015-09-04,0.52,2,314
5135881,Magnifique condo meublé à Outremont,3273319,Felix,,Outremont,45.52081337277885,-73.61809428767431,Entire home/apt,150,3,0,,,2,227
6272979,Chambre avec Balcon Mile end !!!!!,2013133,Annelise,,Outremont,45.52199774967397,-73.6119338695562,Private room,50,2,0,,,1,275
8363216,Confortable futon in a living room,8038167,Alaide,,Outremont,45.50969203442476,-73.61470171274722,Shared room,20,1,0,,,1,150
6402088,"3½ Appartement, station Outremont",33385062,Francis,,Outremont,45.52271379791967,-73.6157245674796,Entire home/apt,60,1,2,2015-08-04,0.90,1,115
6845631,Spacious and calm family home,21336382,Ariane,,Outremont,45.518740961939145,-73.61846332113494,Entire home/apt,224,2,2,2015-08-16,0.98,1,92
7958994,Classé patrimoine historique,41975735,Djanet,,Outremont,45.522478088569656,-73.61497513553326,Private room,92,1,0,,,1,365
7678097,Charming and Cozy apartment :),2176340,Camille,,Outremont,45.523709649986785,-73.61295667895334,Entire home/apt,92,1,2,2015-08-30,1.54,1,357
2502262,Bright and Charming Apt in Mile End,811175,Caroline,,Outremont,45.516039009113854,-73.59833973780007,Private room,42,2,46,2015-09-07,2.47,1,354
1879297,"Cozy, warm and soulful sanctuary!",6409587,Gosia,,Outremont,45.522202577259115,-73.61345474771574,Private room,39,3,38,2015-09-14,1.89,2,77
1470106,Room in lovely outremont*mile-end,3131931,Muriel,,Outremont,45.52085837773333,-73.60818235958247,Private room,70,1,0,,,2,365
2403423,"Montreal Charming, Quiet & Bright ",3271492,Laurance,,Outremont,45.52203904559298,-73.60856540890371,Private room,74,2,0,,,1,365
2508679,Luxury 2 bedroom in Outremont,11547395,Nikolina,,Outremont,45.518789554408606,-73.61971781233672,Entire home/apt,100,1,4,2015-09-23,3.64,1,92
7417108,Luminous City Oasis in Mile End,38855266,Aude,,Outremont,45.52129504482387,-73.60832339297541,Entire home/apt,179,1,9,2015-08-25,4.03,2,314
5658427,Amazing location in Mile End,29328997,Hafiza,,Outremont,45.51714648195094,-73.59529806049899,Private room,45,2,6,2015-09-28,4.74,1,229
7695128,Great location and great views,6881595,Patrick,,Outremont,45.515700152721095,-73.59317149101093,Entire home/apt,41,1,0,,,1,335
2956780,Magnifique Appartement Outremont,6105555,Mathieu,,Outremont,45.520811872532086,-73.61321922490337,Entire home/apt,96,1,4,2015-07-16,1.36,1,0
4403631,Loft Unique et Wow ! sur 2 niveaux,7785529,Nicolas,,Outremont,45.519004032920535,-73.60024122234573,Entire home/apt,199,2,2,2015-08-17,0.51,1,308
6382925,Cozy condo in quiet & fancy area,31105481,Mathieu,,Outremont,45.521380787343425,-73.61119853179989,Entire home/apt,86,7,1,2015-07-02,0.32,1,65
3860805,View on a park breakfast included,11231582,Emmanuelle,,Outremont,45.519672311795105,-73.61541472329714,Private room,50,2,30,2015-09-29,2.25,1,350
7322256,"Très bien placé,idéal pour familles",38260272,Imen,,Outremont,45.520837104669134,-73.61310276135488,Entire home/apt,135,2,4,2015-09-07,1.88,1,247
5400643,Grand 5½ meublé ,27995861,Stéphanie,,Outremont,45.51685270726795,-73.61774337740952,Shared room,575,1,0,,,1,290
6072198,Sunny Room in Plateau Mont Royal,16909286,Edwin,,Outremont,45.52132077917308,-73.60957747889132,Private room,68,1,3,2015-09-08,1.50,5,314
7432108,Petit logement propre et bien situé,7395936,Marie,,Outremont,45.51899736370286,-73.60011561269947,Entire home/apt,85,1,0,,,1,49
8128930,Penthouse,9214672,Jean-Pierre,,Outremont,45.52338756568078,-73.61402679345458,Entire home/apt,290,6,0,,,1,32
501067,Perfect private room in Outremont!,2444936,Do,,Outremont,45.52251977854198,-73.6142503654689,Private room,40,5,2,2013-10-01,0.08,1,365
6071610,Sunny Room with Balcony in Plateau,16909286,Edwin,,Outremont,45.520033364002934,-73.60799961504115,Private room,82,1,3,2015-09-07,1.48,5,365
2142429,"COZY, AMAZING AND FULL EQUIPPED.",192828,Evita,,Outremont,45.51455400482439,-73.60217135707475,Entire home/apt,192,3,0,,,1,365
6156739,Chambre au cœur du Mile End!,5165137,Laurence,,Outremont,45.52455316236021,-73.61050862457938,Private room,25,1,7,2015-07-17,1.81,1,264
4661840,Beautiful and sunny Mile-End room,24122606,Anastasia,,Outremont,45.525220024340136,-73.61205665874769,Private room,40,1,0,,,1,286
6745130,Ex-Library in Beautiful Outremont,35317088,Maxime,,Outremont,45.51822358177393,-73.60281138443769,Entire home/apt,458,2,3,2015-08-16,1.48,1,345
636981,chambres  à louer à Outremont,3176157,Nadia,,Outremont,45.518689115698024,-73.61899227033899,Private room,74,1,2,2015-09-05,0.98,1,365
7730398,Sunny bedroom with queen size bed,40621725,Alexandre,,Outremont,45.5216330392855,-73.61606228935216,Private room,31,1,0,,,1,350
4907682,Charming condo in Outremont,15694435,Vanessa,,Outremont,45.51708961351291,-73.61826794639124,Entire home/apt,97,7,3,2015-06-27,0.59,1,92
2835113,Apt. Mile-End front of Mont-Royal!,13531936,Maude,,Outremont,45.515752521881225,-73.59110018835257,Entire home/apt,100,2,3,2014-12-31,0.20,1,205
1564714,Outremont - Mile-End,8323794,Jean-François,,Outremont,45.522156396446576,-73.61004196025203,Entire home/apt,72,7,5,2015-09-04,0.20,1,325
4644822,Cozy apartment - Outremont,8538860,Alessia,,Outremont,45.524626694626804,-73.61267834446473,Entire home/apt,62,1,0,,,1,288
5628332,In the heart of the Mile End,38125,Vanessa,,Outremont,45.51985240734322,-73.59958350819178,Private room,80,1,1,2015-09-06,1,1,365
2285113,Bright and Spacious Victorian Appt!,1360625,Tasha,,Outremont,45.515800915892086,-73.60006983839108,Entire home/apt,82,1,1,2014-08-05,0.07,1,249
1826341,"Belle chambre meublé, près Mile-End",9556722,Jean,,Outremont,45.51928585035495,-73.6096203776152,Private room,60,5,0,,,2,242
3038516,"Sunny, Zen apartment in Mile End.",15472709,Milena,,Outremont,45.51277959643936,-73.59734761439483,Entire home/apt,98,4,18,2015-09-09,1.10,1,344
1922294,Cozy place in Outremont,2020030,Sepideh,,Outremont,45.520318331462214,-73.61475107009002,Private room,35,2,27,2015-06-11,1.26,1,243
5103355,4 1/2 meublé dans Outremont,26366434,Huguette,,Outremont,45.517020141347544,-73.6203244044304,Entire home/apt,89,1,0,,,1,365
1346276,"Mile-End Outremont, Loft style",4366288,Helene,,Outremont,45.5210769918559,-73.60788549924658,Entire home/apt,70,2,13,2015-09-01,0.50,1,338
6609700,Bright bedroom in Outremont,26593412,Manon,,Outremont,45.523493223841186,-73.61007455809309,Private room,40,1,1,2015-06-09,0.26,1,99
8288779,Spacious room with private balcony.,7087109,Anastasia,,Outremont,45.51801173262081,-73.61773579702684,Private room,40,2,0,,,1,351
874732,MONTRÉAL GRAND 7½  AVEC TERRASSE,4617530,Catherine,,Outremont,45.519190243622305,-73.62017994204727,Entire home/apt,50,21,1,2015-08-03,0.49,1,274
5319485,Large double room in large apt.,27122909,Simon,,Outremont,45.52424052864333,-73.61159814238007,Private room,100,1,0,,,1,365
1923569,Penthouse 1room fitsall amazingview,3229917,Karim,,Outremont,45.51058862806738,-73.61365492913093,Entire home/apt,80,2,7,2015-09-08,0.42,1,365
8457850,L'appart du bonheur,28925935,Satya,,Outremont,45.522860681799926,-73.61004073542956,Private room,100,7,0,,,1,25
1177884,"Large, comfy, quiet, private room",2707437,Randall,,Outremont,45.51636638905946,-73.59827289742775,Private room,40,1,12,2015-08-30,0.44,1,350
4701416,Joli condo tout meublé à Outremont,2107338,Gilles,,Outremont,45.52231565181803,-73.60914614744493,Entire home/apt,130,1,1,2015-09-02,1,1,305
1069324,Classic Outremont,3092808,Sébastien,,Outremont,45.52028670279694,-73.61110941363192,Entire home/apt,275,2,3,2015-09-27,1.48,2,362
6044615,**Room available in a 6 1/2!**,31370458,Francis,,Outremont,45.507256121821335,-73.61631416815953,Private room,17,14,1,2015-08-31,0.91,1,0
5405882,Appartement & quartier incroyable,28022364,Elvis,,Outremont,45.52028190285898,-73.61061258593743,Private room,31,1,0,,,1,255
7584351,Cozy Bedroom in Outremont Home,39076512,Gillian & Liz,,Outremont,45.52248943883745,-73.60745934513413,Private room,40,1,1,2015-08-23,0.73,5,352
2482935,Cozy apartment in mile-ex/mile-end,7041455,Daniel,,Outremont,45.52404796081121,-73.61567812218257,Private room,65,1,4,2015-08-05,0.26,1,365
8209220,Charming 4 1/2 in quiet Outremont,43288195,Chelsea,,Outremont,45.52146799731461,-73.60703574640365,Entire home/apt,100,1,1,2015-09-08,1,1,365
7583947,Beautiful Bedroom in Outremont Home,39076512,Gillian & Liz,,Outremont,45.52293582208657,-73.60912840269638,Private room,42,1,1,2015-08-03,0.49,5,49
7583819,Giant Room in Outremont Home,39076512,Gillian & Liz,,Outremont,45.52157913973657,-73.60909175490998,Private room,62,1,4,2015-09-07,1.94,5,34
5666660,Charmant appartement mont royal,8289714,Kathleen,,Outremont,45.51647348499351,-73.59203830167574,Entire home/apt,100,2,3,2015-09-08,0.70,1,124
1063402,Cozy room in Mile end Gem,1491005,Breagh & Liam,,Outremont,45.52053771275993,-73.60173143785569,Private room,35,1,51,2015-09-24,1.75,3,280
1031808,Beautiful / Large 2BDRM Mile End,5294531,Lyndsay,,Outremont,45.51823908445037,-73.59614147664917,Entire home/apt,110,2,19,2015-09-08,0.63,1,275
382929,Must love cats - flat in Montreal!,1890533,Nadia,,Outremont,45.5207602896225,-73.61280805680707,Private room,37,3,5,2015-07-24,0.35,1,282
1349127,Great view next to Parc Mont-Royal,7044215,Amanda,,Outremont,45.51609979534704,-73.59206019539974,Entire home/apt,70,1,3,2015-08-30,1.58,1,272
4288083,"Outremont, close to Downtown",22261258,Yvan,,Outremont,45.519768821419895,-73.60996756151042,Private room,54,2,1,2015-09-04,1,2,365
7771629,Luxueux haut de duplex tout rénové,27751962,Mariel,,Outremont,45.51811885330625,-73.62096362119301,Private room,80,2,0,,,1,279
6492448,Charming 1BD condo - Rooftop patio!,32838618,Chloe,,Outremont,45.518011642856735,-73.6182440936104,Entire home/apt,70,5,2,2015-06-27,0.48,1,348
6705410,Bid bedroom Outremont,9859415,Maryline,,Outremont,45.52078561752156,-73.61337263875376,Private room,40,1,1,2015-09-07,1,1,335
3315870,Large beautiful sunny apartment.,16741860,Trine,,Outremont,45.52239490836521,-73.60668628790265,Private room,45,2,1,2015-08-07,0.53,1,351
5347446,Cozy Private Room with balcony,26580180,Malika,,Outremont,45.52004262119306,-73.6168887628461,Private room,25,1,14,2015-09-25,3.39,1,359
3146434,Chambre privée,15973631,Frédéric,,Outremont,45.510402078035504,-73.61228184869951,Private room,32,3,0,,,1,0
6672410,Spacious Mile End/Outremont apt,874819,Clare,,Outremont,45.523190053661565,-73.61135394812293,Entire home/apt,80,2,9,2015-09-26,4.29,1,325
8269430,A comfortable home away from home.,32908102,Maarten,,Outremont,45.524793301493624,-73.61059745022756,Entire home/apt,150,2,0,,,2,302
873584,"Montreal, nice condo metro Outremon",4611110,Michel,,Outremont,45.52026218537331,-73.6121315905348,Entire home/apt,175,1,5,2015-08-24,0.18,1,358
7115247,Small room in spacious triplex,37272507,Dalia,,Outremont,45.52321956463889,-73.61105323618627,Private room,35,3,1,2015-08-03,0.49,1,333
4343394,Cute flat / heart of Mile End,1468908,Ariane,,Outremont,45.52088629104318,-73.60242281660547,Entire home/apt,125,1,11,2015-09-21,2.36,1,358
8081821,Beautiful Vintage Apartment,7756872,Kitty,,Outremont,45.51945223457315,-73.61175397928967,Entire home/apt,60,2,2,2015-09-28,2,1,203
152630,Nice and sunny condo/Outremont,734359,Nicole,,Outremont,45.517190413136454,-73.61798789141446,Entire home/apt,90,5,2,2015-08-24,0.88,1,365
2591060,Charming Outremont apartment,1510531,Mahnaz,,Outremont,45.520144124790114,-73.61055841960224,Entire home/apt,96,1,0,,,1,365
7573702,Mile End Central Beauty,39707604,Robben,,Outremont,45.52136146805416,-73.60407348455132,Entire home/apt,125,1,2,2015-08-16,0.98,1,41
1852046,VERY NICE 2 BED ROOM IN OUTREMONT ,9653079,Daniel,,Outremont,45.5230521472862,-73.61067564408367,Entire home/apt,80,5,2,2015-08-29,1.20,1,335
8539865,Cutie Patootie Montreal Apartment,34470961,Joelle,,Outremont,45.52000961148993,-73.61210795573558,Private room,35,1,0,,,1,362
7622307,Modern Mile End condo,39983032,Didier,,Outremont,45.52191824393053,-73.61653726003054,Entire home/apt,139,1,0,,,1,38
7689516,magnifique appartement outremont,40384432,Natalie,,Outremont,45.522316635808004,-73.61165707385068,Entire home/apt,90,1,1,2015-09-26,1,1,365
5579549,Appartement lumineux à Outremont,1619890,Élizabeth,,Outremont,45.51637303931214,-73.61849111651999,Entire home/apt,125,2,7,2015-09-05,1.32,1,310
758369,Lovely apt in authentic area of Mtl,3995342,Sandy,,Outremont,45.52322590841649,-73.60996023078405,Private room,70,2,30,2015-09-25,2.35,1,183
6935106,Private room with balcony,36359021,Robyn,,Outremont,45.52287030695287,-73.61057986079703,Private room,40,1,0,,,1,77
4501931,Gorgeous 2BD Plateau Apt w/ Garden,9878357,Liane,,Outremont,45.52259141414626,-73.60678381795444,Entire home/apt,90,7,2,2015-07-24,0.50,1,343
6869043,Charme du Mile End avec Terrasse,11710181,Anne,,Outremont,45.51981072775379,-73.59932852973972,Private room,40,1,3,2015-09-06,1.50,1,344
3821194,Super chill Private room Montréal,9556722,Jean,,Outremont,45.52032585062212,-73.60906546629847,Private room,50,5,0,,,2,365
6476385,Bright and spacious in Outremont!,33834922,Gabriel,,Outremont,45.52299854147513,-73.61426477058849,Entire home/apt,60,1,0,,,1,109
533084,parisian apartment in Outremont ,2619674,Maude,,Outremont,45.51822445711379,-73.59651255109493,Entire home/apt,90,4,9,2014-10-05,0.23,1,334
7081496,Cozy bedroom in Outremont/Mile-end,7291435,Julie,,Outremont,45.5201466230707,-73.60915933308331,Private room,45,1,0,,,1,364
4525307,Beautiful 2 bdrms with nice view,23459071,Slim,,Outremont,45.512058762550886,-73.61455120343055,Entire home/apt,60,1,7,2015-09-19,1.60,2,351
4884573,Inspiring location,19883709,Alexander,,Outremont,45.52044269366456,-73.609723681812,Private room,49,2,0,,,2,350
488959,Nice flat in great neighbourhood,110792,Philipp,,Outremont,45.51865768809362,-73.6127129898752,Entire home/apt,80,2,0,,,1,0
8539929,Just off Bernard at Mile End Border,5657115,Maddison,,Outremont,45.52391317435128,-73.60937044176258,Entire home/apt,108,1,0,,,1,363
543823,Nice large bedroom in Outremont,2673521,Rémi,,Outremont,45.52014104863292,-73.612949624787,Private room,80,1,8,2014-08-22,0.20,3,365
3446605,Sunny Room In Mile End/Outremont,17369473,Joeseph,,Outremont,45.52404350005603,-73.61202731656402,Private room,50,1,4,2014-08-25,0.26,1,365
3444171,Spacious room in Mile-End,17357804,Diana,,Outremont,45.51877311663161,-73.60290128211658,Private room,45,1,11,2015-08-31,0.75,2,153
6913527,Huge artsy space,36205648,Tamara,,Outremont,45.5211509339659,-73.60868316863761,Entire home/apt,105,1,3,2015-08-03,1.00,1,79
6543163,Cozy Room in Beautiful Neighborhood,33858513,Kelsey,,Outremont,45.52144756860932,-73.61028186084341,Private room,31,1,0,,,1,180
1821503,Inviting apartment in Outremont ,814905,Diana & Matt,,Outremont,45.52158546757855,-73.60889781840683,Entire home/apt,90,2,0,,,1,0
2589092,Cute Apartment in Mile End,263024,Isabelle,,Outremont,45.52391092910713,-73.60959168942466,Entire home/apt,66,1,48,2015-09-24,2.68,1,343
7276836,Lovely Place in Mile End/Outremont,38085927,Don,,Outremont,45.52256019255644,-73.60678543391944,Entire home/apt,100,1,1,2015-08-03,0.49,2,208
579342,Spacious apartment. European charm,2673521,Rémi,,Outremont,45.51506121228406,-73.60782868945977,Entire home/apt,175,2,46,2015-09-14,1.20,3,362
4671509,Magnificent appartment in Outremont,9976961,Luis,,Outremont,45.51850032033809,-73.61269606216382,Entire home/apt,181,2,0,,,1,281
2735753,Beautiful 3 Bedroom Apt. for Rent,2265443,Youki,,Outremont,45.52108094613524,-73.61185821930118,Entire home/apt,142,7,3,2015-08-23,0.22,1,98
7751771,Grand 3 chambres tout confort.,2673521,Rémi,,Outremont,45.51832342675264,-73.61145079659278,Entire home/apt,90,1,0,,,3,46
7472737,Bed & Dinner La Khaima MILE-END 2,36821622,Atigh,,Outremont,45.519469288969034,-73.59866304858605,Private room,49,1,1,2015-09-06,1,4,365
