id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
951841,One beautiful bricked Plateau room!,2599006,Natalie,,Ville-Marie,45.52548186787565,-73.5641142586366,Private room,62,1,162,2015-10-01,5.31,1,323
6450099,Grande Chambre Downtown,2964493,Sophie,,Ville-Marie,45.491545233234056,-73.58373376378441,Private room,50,2,8,2015-09-12,2.22,1,111
8341023,Rustic Paradise Loft In Old MTL,11206990,Sam,,Ville-Marie,45.50832370465255,-73.55180746034496,Entire home/apt,120,1,0,,,10,365
6424036,AMAZING flat w/view + Parking,3664287,Saël,,Ville-Marie,45.51073110939185,-73.55275515367201,Entire home/apt,116,1,24,2015-09-26,7.91,1,352
4752739,Très jolies très grande chambre ,12728588,Frédéric,,Ville-Marie,45.50049567063736,-73.568132233956,Private room,45,2,4,2015-08-04,0.64,1,171
8506256,COMFY MODERN CONDO HEARTH OLD MTL,44791629,Chantal,,Ville-Marie,45.510473563940025,-73.55144840614089,Entire home/apt,125,2,0,,,1,19
4003947,chambre dans appart sympathique,8204835,Mathieu,,Ville-Marie,45.52894643593842,-73.55954373931488,Private room,35,1,0,,,1,30
7980795,Brand New Studio in Downtown,11413730,Bass,,Ville-Marie,45.492362837511095,-73.58016774173205,Entire home/apt,89,1,5,2015-09-25,4.41,2,346
8327564,Penthouse Old MTL Amazing View,31831386,Sam,,Ville-Marie,45.49558275868418,-73.55407378646468,Entire home/apt,300,2,0,,,2,357
7227127,Luxurious Downtown Penthouse,37831790,Marco,,Ville-Marie,45.513366121130275,-73.55520984821734,Entire home/apt,796,2,7,2015-08-30,2.63,1,351
7177977,Bright and calm apt. 5min to subway,19282801,,,Ville-Marie,45.53331864026473,-73.5574431718246,Entire home/apt,49,4,0,,,1,61
4408662,GLAMOROUS TWO BEDROOM SUITE 3,318040,Hakim,,Ville-Marie,45.50513296589972,-73.55823147876566,Entire home/apt,139,1,40,2015-09-18,3.82,27,322
3605817,Paris Style in Old Montreal,10079281,Mike & Dani,,Ville-Marie,45.503592613112616,-73.55865239194709,Entire home/apt,78,1,32,2015-09-07,2.20,7,51
6796853,Downtown MTL where Hip meets Modern,35577778,Dina,,Ville-Marie,45.5032744583701,-73.57806090829145,Entire home/apt,100,1,17,2015-08-24,5.54,1,87
5653815,Sunny loft overlooking Old Montreal,29303261,Michael,,Ville-Marie,45.5004879034805,-73.55517336569388,Entire home/apt,150,1,16,2015-09-07,3.10,1,168
4931048,The Sunshine House in Downtown!,25400393,Martha,,Ville-Marie,45.49676642000038,-73.57448751949977,Private room,125,1,0,,,2,365
7711623,Large private room,40511312,Geneviève,,Ville-Marie,45.52865204557108,-73.5553014596629,Private room,50,1,0,,,1,90
2135597,Modern Quiet & Close to Downtown,10898251,Mymy,,Ville-Marie,45.531503381181935,-73.55217137140363,Entire home/apt,90,3,38,2015-09-11,1.92,1,364
8455428,Chambre privée dans un beau condo,7671534,Chine,,Ville-Marie,45.49003485188636,-73.5835995548978,Private room,45,1,1,2015-09-24,1,2,237
4343020,Like at the Hotel - Montreal Center,3840143,Valérie,,Ville-Marie,45.5245801631043,-73.56306388972918,Private room,45,1,47,2015-08-23,4.73,1,282
6276316,"Beautiful private area, well locate",4333712,Chantal,,Ville-Marie,45.51518718845782,-73.55411716419233,Private room,72,3,14,2015-09-12,3.09,1,357
4424913,Old Montreal Luxury Loft-7,22463331,BH Group LLC,,Ville-Marie,45.503167336608335,-73.56344905530598,Entire home/apt,100,2,59,2015-09-19,5.40,13,338
7996612,Majestic atypical apartment Plateau,27479136,Michel,,Ville-Marie,45.51512136672882,-73.56705446751553,Entire home/apt,110,3,3,2015-09-21,3,4,276
7308479,"Private room, 5 min from metro",20705840,Philippe,,Ville-Marie,45.5387066085646,-73.5522678918821,Private room,25,1,7,2015-08-30,3.13,1,336
2606259,Best Luxury ONE BEDROOM downtown,4912090,Bhh,,Ville-Marie,45.502084432937856,-73.55633945012565,Entire home/apt,85,2,34,2015-09-15,1.90,7,347
1918122,Apartment in Downtown Montreal,9944833,Leon Vii,,Ville-Marie,45.492508968134295,-73.5803571504949,Entire home/apt,109,1,1,2014-07-01,0.07,1,365
836761,Montreal Centre Est Appt meublé 36,4371099,Frédéric,,Ville-Marie,45.52787216217208,-73.56154372021129,Entire home/apt,135,4,43,2015-09-27,1.64,6,356
3219653,Palais des congrès Centre ville 5,15736663,Paul And Myriam,,Ville-Marie,45.50425712791176,-73.5627491007444,Entire home/apt,219,2,11,2015-05-31,0.78,7,364
8488421,Chambre proche Parc Lafontaine,26323854,Laura,,Ville-Marie,45.52483808977534,-73.56132386934442,Private room,31,1,0,,,1,38
3835351,Fabulous Condo in Old Montreal,4523091,Xiaoxi,,Ville-Marie,45.51578780281082,-73.55144875453641,Entire home/apt,90,1,94,2015-09-28,6.86,1,347
4803491,"1BD Cozy, Modern Condo",2849269,Giacomo,,Ville-Marie,45.527141317698614,-73.54575724570336,Entire home/apt,84,2,16,2015-08-21,1.99,1,268
6686152,HUGE LOFT / Perfect Location,34995538,Max,,Ville-Marie,45.50421432193142,-73.56354824397843,Private room,54,1,2,2015-07-14,0.67,1,94
8390084,Downtown Apartment room for rent,44208620,Doris,,Ville-Marie,45.49178564845544,-73.58756196780216,Private room,25,7,0,,,1,57
2769882,Chambre près du Centre-Ville!,7872418,Daniella,,Ville-Marie,45.533701524960534,-73.55994311544703,Private room,60,1,1,2014-08-05,0.07,1,365
198059,Old Port Montreal loft mezzanine 2b,891543,Eric,,Ville-Marie,45.50459934218836,-73.55631651712562,Entire home/apt,185,3,10,2015-09-07,0.20,3,136
4785539,Stylish Loft in Heart of OLD MTL,11273182,Kevin,,Ville-Marie,45.50503783853719,-73.5555515547339,Entire home/apt,96,1,44,2015-09-29,4.85,1,342
4539787,A paradise in the Village,5096377,Stéphanie&Vandet,,Ville-Marie,45.5199906498636,-73.56564004087014,Entire home/apt,50,10,0,,,1,26
7783813,Bed&Backyard - Perfect location,3673260,Isabela,,Ville-Marie,45.52046166492054,-73.562183041537,Private room,32,1,6,2015-09-21,3.75,2,358
3316536,LUXURIOUS PENTHOUSE APARTMENT   ,16744853,Patricia,,Ville-Marie,45.492594433132666,-73.57481621317292,Entire home/apt,89,6,25,2015-09-03,1.64,1,277
1115502,"Cozy loft-studio w/Gym, Pool, Sauna",6122285,Shimon,,Ville-Marie,45.505453200238605,-73.56676344194962,Entire home/apt,88,2,23,2015-09-26,3.09,1,348
393991,BEST Location: BIG & TRENDY apartmt,1016614,Best Montreal Apartments,,Ville-Marie,45.51364312568128,-73.55735195177355,Entire home/apt,100,1,99,2015-09-28,2.46,1,329
8607187,Gardenia Apartment,38459934,Viocary & Giulia,,Ville-Marie,45.49961639207931,-73.55594296315711,Entire home/apt,120,1,0,,,30,365
6257961,Amazing Apartment in Place des Art,32511351,Leyla,,Ville-Marie,45.50811017591823,-73.56976144146438,Entire home/apt,98,3,6,2015-07-11,1.58,1,126
7524821,12 Months Rental: Old Montreal,16615804,Edward And Robin,,Ville-Marie,45.51501381185759,-73.55255984419003,Entire home/apt,40,1,0,,,1,272
8656505,Studio Logan -,45490921,Daniel,,Ville-Marie,45.52059658950072,-73.55827454661119,Entire home/apt,80,3,0,,,1,365
6128353,"2 chambres a coucher,tout inclus,ce",1788457,Christian,,Ville-Marie,45.48914478612728,-73.5791460910845,Entire home/apt,201,1,0,,,1,294
7881406,Cozy condoloft in historic Old Port,41546196,Joelle,,Ville-Marie,45.5014597243721,-73.55719291733881,Entire home/apt,150,1,1,2015-08-30,0.88,1,22
1999535,Bedroom with bathroom and terrace,10300764,Thomas,,Ville-Marie,45.52310457949273,-73.55650461906129,Private room,39,5,16,2015-09-12,0.78,1,280
7373486,Modern 2BR Condo - Central Downtown,34379217,Matthew,,Ville-Marie,45.497847750392296,-73.57749334422832,Entire home/apt,250,3,4,2015-09-15,1.97,1,298
6914730,4 bdr apartment in Downtown Mtl.,36239483,Andrey,,Ville-Marie,45.51953226115303,-73.5558197135205,Entire home/apt,351,1,2,2015-08-31,1.28,1,363
4424339,"Beautiful, Clean Downtown Apartment",8962903,Maricela,,Ville-Marie,45.491535548240684,-73.57572764264607,Entire home/apt,100,3,0,,,1,315
3672854,Magnifique Maison 1860 à louer,17600343,Audrey,,Ville-Marie,45.49248510272956,-73.57096563556283,Entire home/apt,175,5,2,2015-08-30,0.16,2,287
7612835,Entre le Village et le Plateau,14351004,Laetitia,,Ville-Marie,45.52318130210037,-73.55443910559117,Entire home/apt,181,1,0,,,1,39
1344088,Private bedrooms in DT Montreal,7291278,Zhe,,Ville-Marie,45.4931580185055,-73.58065065835838,Private room,100,1,3,2015-08-03,0.11,3,365
5162003,3 1/2  Métro Beaudry/Berri-Uqam #6,26419277,,,Ville-Marie,45.52186961317446,-73.557875137131,Entire home/apt,85,1,6,2015-08-18,1.65,3,365
1652226,OLD MONTREAL CACHé-UNIQUE CHARMING ,8762935,Rim&Rita,,Ville-Marie,45.502522114279714,-73.55854341463021,Entire home/apt,195,2,2,2015-01-05,0.17,1,15
4574036,Lovely Duplex 2 BR Old Port,3602149,Marie,,Ville-Marie,45.51098609662707,-73.5520695729535,Entire home/apt,96,2,4,2015-09-08,1.17,1,162
6576820,Great flat - heart of the Village,21231554,Célia,,Ville-Marie,45.52292788709396,-73.54993368449247,Entire home/apt,100,1,1,2015-06-22,0.29,5,104
5816487,PleinCentre Beau 3ch Élégant & Neuf,26828995,,,Ville-Marie,45.524915253493916,-73.55873948026971,Entire home/apt,110,3,4,2015-06-09,0.78,10,92
1311697,HOT SPOT HISTORIC OLD CITY,6955788,Lana,,Ville-Marie,45.51140959393569,-73.55213782732417,Entire home/apt,96,2,118,2015-09-29,4.33,4,338
8078291,Fresh & Trendy Apt / Vieux-Montréal,38332894,Alijose,,Ville-Marie,45.51112338635839,-73.55315699941738,Private room,49,2,1,2015-09-15,1,1,362
6239733,Large Luxurious 2 Bedroom 2 bath,32386914,Jeremy,,Ville-Marie,45.51761521693251,-73.55763058547305,Entire home/apt,240,2,12,2015-09-07,2.63,2,164
7226296,appartement lumineux et convivial,33597364,Fanny,,Ville-Marie,45.529576107147165,-73.54709405813328,Entire home/apt,90,2,3,2015-08-23,1.48,1,325
3802021,"Close to Metro Stations, nice Room",19532400,Olivia & Benoît,,Ville-Marie,45.530114443320905,-73.55943905476171,Private room,80,1,80,2015-10-01,5.74,2,329
8169322,Maison de ville proche de tout,32086617,"Elodie, Nicolas & Chloé",,Ville-Marie,45.52169600255311,-73.55912897172566,Entire home/apt,181,4,0,,,2,330
7635881,Beauty 1BR in famous Old Montreal,12324368,Jean,,Ville-Marie,45.50529233969614,-73.558237288055,Entire home/apt,130,2,4,2015-09-21,2.61,1,78
7916357,Appart rustique dans le Village,41741030,Maude,,Ville-Marie,45.520797465456596,-73.55504684207617,Private room,57,1,3,2015-09-22,2.65,1,352
8405900,Charming batch in Old Montreal,44281799,Abby,,Ville-Marie,45.51410604545335,-73.55307682126677,Entire home/apt,125,1,0,,,1,365
6964102,"Oasis in the village, Roof terrace",26506792,Matthieu,,Ville-Marie,45.51959840609628,-73.55320048261413,Private room,42,1,14,2015-09-27,6.27,2,172
5505908,jolie chambre tout équipée,4585110,Leslye,,Ville-Marie,45.528876884393526,-73.55080455996007,Private room,36,2,1,2015-07-11,0.36,1,365
2872808,In the Village,6280166,Sandra & Iza,,Ville-Marie,45.520484087623046,-73.55405205155981,Entire home/apt,121,3,23,2015-09-03,1.60,2,335
5948272,Huge room in Golden Square Mile,5356520,Jo,,Ville-Marie,45.496980042501214,-73.58040874965954,Private room,65,1,29,2015-10-01,5.21,1,347
6144869,Y★ur h★me p★rt in M★ntreal's acti★n,25051089,Francis,,Ville-Marie,45.52171374757907,-73.54914450739989,Private room,35,1,22,2015-09-27,4.13,3,313
7930735,Wonderful apartment - Old Montreal,5106041,Claude,,Ville-Marie,45.50483603578654,-73.5600189693012,Entire home/apt,150,3,0,,,12,307
3200859,The Heart Of Downtown Montreal,16023205,Xiaoli,,Ville-Marie,45.49061018525253,-73.57942723119439,Entire home/apt,107,1,0,,,1,336
132033,Beautiful 7 and a half to share,163569,Mitka,,Ville-Marie,45.52710533747737,-73.55835968563113,Private room,46,1,10,2014-09-07,0.19,3,365
4948154,Beautiful condo downtown Montréal,7514417,Thomas,,Ville-Marie,45.50931655686741,-73.56122662439202,Private room,74,1,17,2015-09-28,3.04,1,45
934061,Bright - Sunny & Spacious Loft !,5011930,Justin,,Ville-Marie,45.49847127842537,-73.55476047050438,Entire home/apt,120,1,29,2015-09-09,0.91,1,362
8290449,Luxurious Downtown Condo View-10,22463331,BH Group LLC,,Ville-Marie,45.506329658858505,-73.5652969929082,Entire home/apt,90,2,2,2015-09-25,2,13,339
8585338,Private room in downtown Montreal,42778591,Dominic,,Ville-Marie,45.50115769405672,-73.56688359856334,Private room,54,1,0,,,1,365
4440185,GREAT VALUE - BEST LOCATION,6390582,Charles,,Ville-Marie,45.50197507314637,-73.57919659509047,Entire home/apt,90,2,1,2015-01-01,0.11,1,89
1605715,Spacious Apartment For Rent (Mtl),8554387,Sandy,,Ville-Marie,45.50759123036784,-73.56177252486388,Entire home/apt,166,1,57,2015-09-22,2.38,2,203
3835325,Room 1 close Downtown/Metro,18820623,Maxime,,Ville-Marie,45.524797017731764,-73.55445853081393,Private room,40,2,6,2015-09-03,3.33,2,335
475209,Nice apartment in old Montreal.,2355598,Carole,,Ville-Marie,45.50533776673183,-73.55551549181351,Private room,250,1,0,,,1,365
5692973,Amazing flat with amazing view !!,23459071,Slim,,Ville-Marie,45.4987370159183,-73.57738917806857,Entire home/apt,70,1,31,2015-09-15,5.17,2,334
7003137,Unique 2 bedroom townhouse,2565926,Sara,,Ville-Marie,45.49497827262224,-73.56537912907919,Entire home/apt,181,2,11,2015-09-11,3.75,1,323
7503934,* Cheap Heart of Downtwn & Nightlyf,14165305,Kamal,,Ville-Marie,45.510703149073656,-73.56976123394841,Private room,41,2,3,2015-08-29,1.96,9,45
5423151,Room 1 to 4 people,27289795,Yves,,Ville-Marie,45.53636421569368,-73.55258683861206,Private room,13,1,0,,,3,362
8402266,Joli appart le village downtown!!,22414492,Justine,,Ville-Marie,45.51983439985597,-73.55222228986716,Entire home/apt,89,2,2,2015-09-22,2,1,333
6553621,Cozy 2 1/2 Available for June,34275877,Joshua,,Ville-Marie,45.4881935680203,-73.5819046005333,Entire home/apt,70,1,1,2015-06-09,0.26,1,103
5838350,Le 1716 Plessis: oldworld-meets-new,30309882,Eric,,Ville-Marie,45.52157426162902,-73.55772455503951,Entire home/apt,139,2,25,2015-09-01,5.47,1,97
7695203,2 Bedroom Downtown Oasis,39601080,Gabriel,,Ville-Marie,45.51429803471318,-73.55688775093873,Entire home/apt,150,1,3,2015-09-21,1.88,2,362
803886,Amazing Downtown Montreal,3160669,Andrei,,Ville-Marie,45.49168211164768,-73.5759311749921,Entire home/apt,68,1,156,2015-10-01,5.44,1,150
2524236,luxury loft  old port suite 302,11916402,Loft Rental,,Ville-Marie,45.50038609969506,-73.55649722595008,Entire home/apt,224,1,12,2015-07-07,0.71,5,357
1925299,Best 2 Bedrooms HEART OF DOWNTOWN !,4912090,Bhh,,Ville-Marie,45.4941808713642,-73.57958356309723,Entire home/apt,105,1,56,2015-09-12,2.53,7,357
6227004,Loft Vintage,778430,Likeahotel,,Ville-Marie,45.49798943718092,-73.55695610552692,Entire home/apt,169,2,3,2015-06-29,0.69,28,332
7095339,L'Ontario 203,34382476,Raja,,Ville-Marie,45.529974367232896,-73.55555534345568,Entire home/apt,60,1,21,2015-09-19,7.00,3,324
3719750,Magnifique au coeur du Centre-ville,17401578,Patrick,,Ville-Marie,45.512124710489715,-73.56837794521051,Entire home/apt,105,2,53,2015-09-06,3.75,1,322
5456462,Loft old port Montreal,8551846,Mei,,Ville-Marie,45.502851935932284,-73.55938451755117,Entire home/apt,120,2,8,2015-09-20,4.00,3,353
5456461,"Nice studio, mountain view, dtwn",8551846,,,Ville-Marie,45.49230291656883,-73.58462989463844,Entire home/apt,54,3,0,,,3,344
1163822,Cozy & Quiet Appart Parc Lafontaine,6350901,Charles,,Ville-Marie,45.52719329030162,-73.56294420814221,Entire home/apt,74,1,122,2015-09-30,4.64,5,349
7242307,Bright 1BR steps from La Fontaine,37919778,Anastasia,,Ville-Marie,45.52459526583823,-73.5637159869538,Entire home/apt,35,1,1,2015-09-03,1,1,91
66100,ONE BEDROOM IN GOLDEN SQUARE MILE,318040,Hakim,,Ville-Marie,45.50126287202561,-73.57964698338486,Entire home/apt,120,1,53,2015-09-14,0.92,27,346
66091,NICE STUDIO 1 BLOCK FROM CRESCENT,318040,Hakim,,Ville-Marie,45.50135051227501,-73.58000521513429,Entire home/apt,90,1,67,2015-09-22,1.22,27,325
4932137,Best of Heart Downtown Montreal # 2,17782990,Maher,,Ville-Marie,45.51384774224712,-73.5596929287472,Entire home/apt,110,2,17,2015-09-09,2.85,2,224
6537765,Large Room in Immense Downtown Loft,24191565,Sorin,,Ville-Marie,45.504045627504,-73.56511504190802,Private room,54,2,4,2015-09-08,1.35,2,353
4803328,Luxurious Downtown Condo with View,24084514,David,,Ville-Marie,45.50659025517748,-73.5652766613447,Entire home/apt,100,2,53,2015-09-28,5.68,5,300
4604340,Dalhousie Condo-Old Montreal,23858720,Michel,,Ville-Marie,45.51241306735874,-73.55076123198683,Entire home/apt,139,2,46,2015-09-26,4.81,1,69
6685112,Lavish 2 fl. Loft in Old Montreal!,4401195,Chris,,Ville-Marie,45.50644751758988,-73.5546926510205,Entire home/apt,150,2,7,2015-08-24,1.81,1,103
7225716,Au coeur du quartier des spectacles,37828245,Nour,,Ville-Marie,45.50589387260941,-73.5693200787158,Entire home/apt,130,2,5,2015-08-23,2.17,1,60
8583385,Large apartment with amazing view,11303949,Leah,,Ville-Marie,45.4911769000912,-73.57985605294435,Entire home/apt,80,1,1,2015-10-01,1,1,361
3685377,Private room/ mini-loft,17600343,Audrey,,Ville-Marie,45.495503437897774,-73.57348612512466,Private room,116,3,10,2015-08-02,0.71,2,363
8438037,Old Montreal condo on 2 floors,1563850,Sonz,,Ville-Marie,45.49524851519974,-73.55432859585254,Entire home/apt,250,1,0,,,1,365
2473055,Private rm - gay village/plateau,5280529,Sarah,,Ville-Marie,45.5218004000136,-73.5635809008119,Private room,50,1,7,2015-09-02,0.49,1,365
2572504,Real Authentic Old Montreal Loft,10506206,Serguei,,Ville-Marie,45.50166895812388,-73.55752853577177,Entire home/apt,149,5,88,2015-09-21,4.93,1,337
7258345,1 Bedroom in the Montreal Old Port!,38001085,Azfan,,Ville-Marie,45.505009360364696,-73.55927000037433,Private room,50,1,4,2015-09-28,4,1,300
917726,Modern 1 Bedroom in Old Montreal,3053241,Robyn & Ali,,Ville-Marie,45.497943251642354,-73.5556323653365,Entire home/apt,171,7,1,2015-08-04,0.50,1,365
4014558,Old Montreal 2 BR 2 Bathroom w PKG,8500362,500 Squares,,Ville-Marie,45.50036876721312,-73.55866404815795,Entire home/apt,195,2,24,2015-09-24,2.03,15,359
6898151,Studio in the heart of Old Montreal,36146325,Adel,,Ville-Marie,45.504661650707014,-73.55326485580883,Entire home/apt,125,1,0,,,1,80
7225829,APPARTEMENT  CENTREVILLE,37828768,Ashraf,,Ville-Marie,45.5182641781058,-73.55944553631856,Entire home/apt,80,3,0,,,1,60
8426916,Condo neuf au centre ville,44378493,Jonathan,,Ville-Marie,45.51054883444954,-73.56073135183298,Private room,90,3,0,,,1,335
5538243,Stylish Loft 2Bdrs Downtown/OldMt,11273182,Kevin,,Ville-Marie,45.50476962232726,-73.56264498835523,Entire home/apt,100,1,39,2015-09-28,5.65,1,349
104554,Weekly rental in Montreal,543969,Victoria,,Le Plateau-Mont-Royal,45.52607139868919,-73.60133838128559,Private room,54,3,48,2014-12-13,0.91,1,309
294275,room w/ lounge Mile-End / Plateau,1153481,Chloé,,Le Plateau-Mont-Royal,45.526295505347804,-73.59065424420007,Private room,60,2,31,2015-08-21,0.74,2,362
8179430,Bright Plateau Apartment,6209854,Selin,,Le Plateau-Mont-Royal,45.53035319064252,-73.5702231612646,Private room,150,3,0,,,1,20
8565871,Large and bright room in Mile-End,15437682,Marin,,Le Plateau-Mont-Royal,45.52119225943261,-73.59629359384559,Private room,35,1,0,,,2,272
7226398,Mile End retreat,1170022,Devlin,,Le Plateau-Mont-Royal,45.521715851932896,-73.59424608090826,Entire home/apt,130,3,4,2015-08-25,2.00,2,60
7243201,Beautiful and spacious loft,37925051,Fannie-Laurence,,Le Plateau-Mont-Royal,45.53880725095927,-73.58351101911474,Entire home/apt,175,2,5,2015-08-20,2.17,1,344
7852386,Funky & Roomy 2BR Apt by Flatbook,12243051,Flatbook,,Le Plateau-Mont-Royal,45.51878259790009,-73.58006627023924,Entire home/apt,124,3,2,2015-09-01,1.18,2,0
2081989,2 bdr apt. WIFI & Jacuzzi. Plateau,1493469,Alain,,Le Plateau-Mont-Royal,45.5196810227869,-73.5732017892427,Entire home/apt,85,1,121,2015-09-27,6.51,1,304
329271,Bright Sunny Loft -Central 1100sqft,431884,Morgan,,Le Plateau-Mont-Royal,45.511927677446856,-73.57799369011667,Entire home/apt,120,2,35,2015-08-30,1.65,1,365
6026022,Chambre ensoleillée dans le Plateau,14999057,,,Le Plateau-Mont-Royal,45.52847185027767,-73.58474002154516,Private room,31,1,0,,,1,144
3933525,Nice Appartment / Plateau,20370885,Dami,,Le Plateau-Mont-Royal,45.52706946911151,-73.58901451632784,Entire home/apt,78,5,4,2015-08-04,0.32,1,0
1214022,Large room in Plateau Mont-Royal!,4381939,,,Le Plateau-Mont-Royal,45.53785338054938,-73.56769801612505,Private room,31,1,2,2014-05-26,0.11,1,323
8372224,"Bedroom in a modern, sunny apt",4418801,Acey,,Le Plateau-Mont-Royal,45.51706777015325,-73.59151054879166,Private room,45,1,0,,,3,284
4669451,Un tout plein de bonheur,6057248,Emma,,Le Plateau-Mont-Royal,45.51711521710357,-73.58068506728472,Private room,48,1,1,2015-04-14,0.17,1,362
7329113,Au coeur du plateau mont royal !!!,36822911,Maëva,,Le Plateau-Mont-Royal,45.521231611427794,-73.57328693321287,Entire home/apt,70,1,8,2015-09-17,3.16,1,349
4995247,Live like a local in Mile End,5600076,Kendra,,Le Plateau-Mont-Royal,45.52442979105899,-73.59863141711828,Entire home/apt,100,2,2,2015-07-19,0.33,1,242
6993069,"Tree-lined, 2 balconies Mile End",94827,Van,,Le Plateau-Mont-Royal,45.52265835826807,-73.60002872050518,Entire home/apt,81,7,1,2015-09-01,0.94,1,73
6887011,Warm Roomy Apt in Center Mtl-Slps 9,12243051,Flatbook,,Le Plateau-Mont-Royal,45.51802653344612,-73.57144697367754,Entire home/apt,195,3,5,2015-08-31,2.24,2,0
7308892,Quartier des Spectacles,38048621,Simon,,Le Plateau-Mont-Royal,45.52068830677749,-73.56732884911767,Private room,46,1,0,,,3,283
8290339,Magnifique chambre sur le Plateau,43711356,Marie-Claude,,Le Plateau-Mont-Royal,45.535203164391355,-73.5883609463171,Private room,35,1,2,2015-09-30,2,1,349
4802146,Chambre lumineuse sur le Plateau!,13406368,Katherine,,Le Plateau-Mont-Royal,45.53204100698219,-73.5789026286453,Private room,50,1,0,,,1,181
3012142,5 1/2 Plateau Mont-Royal,15344583,Samuel & Brigitte,,Le Plateau-Mont-Royal,45.527649251553015,-73.58701065272415,Entire home/apt,100,7,1,2014-07-01,0.07,2,185
7094325,"Beautiful, clean and cozy_Plateau",25302502,Kelly,,Le Plateau-Mont-Royal,45.52376196440609,-73.5874967192398,Private room,45,1,5,2015-09-07,2.08,1,333
8503408,Douillet appartement sur le Plateau,44770124,Joanne,,Le Plateau-Mont-Royal,45.53415903565622,-73.57568969485585,Entire home/apt,85,7,0,,,1,314
4849733, Chambre à louer sur le Plateau,12830704,Alison,,Le Plateau-Mont-Royal,45.53505508058961,-73.56765420916804,Private room,35,1,0,,,1,262
3932250,Unique home for your Montreal stay!,6382851,Richard,,Le Plateau-Mont-Royal,45.511858822106284,-73.57621734508862,Entire home/apt,250,2,3,2015-08-03,0.25,1,355
7678974,2BR spacious Plateau Apt w/balcony,20867796,Sophia,,Le Plateau-Mont-Royal,45.52129759710746,-73.58859022328569,Entire home/apt,105,2,7,2015-09-28,4.47,2,344
4081276,Bedroom Douillette Mont-Royal Metro,17686527,Daniel,,Le Plateau-Mont-Royal,45.52638923275755,-73.58043960942538,Private room,45,2,19,2015-09-27,1.60,2,168
5190009,Beau logement au coeur du Mile-End,26845348,Marie-Josée,,Le Plateau-Mont-Royal,45.52174782124466,-73.59341671233194,Entire home/apt,96,2,13,2015-09-04,1.97,1,283
6669390,Beautiful 2-Bedroom - Lower Plateau,5139224,Dina,,Le Plateau-Mont-Royal,45.51752646103473,-73.58243148823769,Entire home/apt,170,1,3,2015-06-30,0.78,1,95
8652422,Bedroom in the heart of Le Plateau,45473949,James,,Le Plateau-Mont-Royal,45.51498547438725,-73.57393655143413,Private room,31,1,0,,,1,4
5916299,Private apartment in Mile End,30724322,Nayda,,Le Plateau-Mont-Royal,45.521587971925264,-73.58950880037052,Entire home/apt,60,3,7,2015-09-25,2.36,1,278
2160236,"Plateau old charm, modern comfort",1187138,Philip,,Le Plateau-Mont-Royal,45.52950425420949,-73.56778882627447,Entire home/apt,105,2,51,2015-08-15,2.97,1,272
5934132,Spacious Sunny Loft-Studio,20353813,Helen,,Le Plateau-Mont-Royal,45.51619623117553,-73.57568897904673,Entire home/apt,65,14,1,2015-08-01,0.48,1,0
5786007,Belle chambre sur le plateau!,30018826,Mélina,,Le Plateau-Mont-Royal,45.53858963519697,-73.5725018455207,Private room,25,1,1,2015-05-20,0.22,1,355
7110807,Grande chambre sur le Plateau Est,37249319,Jean-Philippe,,Le Plateau-Mont-Royal,45.53892544562362,-73.57647050266529,Private room,45,1,0,,,1,61
6522478,Sweet place in the Mile- End,32863511,Maria,,Le Plateau-Mont-Royal,45.526536573794544,-73.60783430702995,Entire home/apt,90,5,2,2015-08-30,0.55,1,363
7291533,Grand studio Mile end !,26003251,Justine,,Le Plateau-Mont-Royal,45.52130404777443,-73.58947274627246,Entire home/apt,74,1,2,2015-08-09,0.92,1,362
3638725,Bright Montreal Condo ,18356861,Pauline,,Le Plateau-Mont-Royal,45.512123392214406,-73.57010627548175,Entire home/apt,100,2,8,2015-06-08,0.57,1,274
6979415,Des dodos au Plateau,16650940,Lucie,,Le Plateau-Mont-Royal,45.529437881960824,-73.57683678586746,Entire home/apt,120,1,2,2015-07-21,0.68,4,121
7629733,Appartement plateau Mont Royal,40024103,Roxane,,Le Plateau-Mont-Royal,45.531093981566364,-73.57679255544392,Entire home/apt,90,3,1,2015-08-16,0.63,1,42
4227103,Charmant appart avec belle terrasse,21937911,Marianne & Vincent,,Le Plateau-Mont-Royal,45.526581661571264,-73.58866771949634,Entire home/apt,85,2,19,2015-09-13,1.61,1,333
6325938,"Mid Century Modern Oasis, Plateau",29632296,Paul,,Le Plateau-Mont-Royal,45.53623342888679,-73.57668665766234,Entire home/apt,110,2,7,2015-09-08,1.62,2,363
3061768,"Mon petit nid urbain, App. #2",15585599,Lisa-Ann,,Le Plateau-Mont-Royal,45.51615113130115,-73.56888628778378,Entire home/apt,150,1,0,,,2,343
3768520,grande chambre avec balcon ,19309622,Manon,,Le Plateau-Mont-Royal,45.51641674253453,-73.57677704629496,Private room,31,1,2,2015-09-26,2,1,316
1114327,2 BedRms MileEnd/Plateau Brkf,987855,Suzanne,,Le Plateau-Mont-Royal,45.52217789537023,-73.59931323412462,Private room,74,1,10,2014-10-14,0.37,1,274
